tin_abscissa,tin_cdf,beta_abscissa,beta_cdf,delta_abscissa,delta_cdf,p_abscissa,p_cdf,split
1.68605,0.952381,4.13164e-08,0.953175,1.69451,0.953175,9202.19,0.952381,All
1.69761,0.953175,4.14409e-08,0.953968,1.70526,0.953968,9206.72,0.953175,All
1.70671,0.953968,4.14876e-08,0.954762,1.70605,0.954762,9214.37,0.953968,All
1.7225,0.954762,4.15091e-08,0.955556,1.7076,0.955556,9240.34,0.954762,All
1.74594,0.955556,4.16056e-08,0.956349,1.70915,0.956349,9251.3,0.955556,All
1.76564,0.956349,4.18535e-08,0.957143,1.7137,0.957143,9251.9,0.956349,All
1.76959,0.957143,4.20879e-08,0.957937,1.71518,0.957937,9265.5,0.957143,All
1.78034,0.957937,4.24918e-08,0.95873,1.7165,0.95873,9278.49,0.957937,All
1.82128,0.95873,4.26055e-08,0.959524,1.71922,0.959524,9302.55,0.95873,All
1.82407,0.959524,4.29767e-08,0.960317,1.72315,0.960317,9314.72,0.959524,All
1.85781,0.960317,4.30322e-08,0.961111,1.72368,0.961111,9326.28,0.960317,All
1.87588,0.961111,4.30798e-08,0.961905,1.72438,0.961905,9358.73,0.961111,All
1.88998,0.961905,4.31121e-08,0.962698,1.7291,0.962698,9360.84,0.961905,All
1.89022,0.962698,4.3122e-08,0.963492,1.73324,0.963492,9362.49,0.962698,All
1.89766,0.963492,4.32124e-08,0.964286,1.7439,0.964286,9365.68,0.963492,All
1.89845,0.964286,4.35329e-08,0.965079,1.75052,0.965079,9384.12,0.964286,All
1.91574,0.965079,4.39051e-08,0.965873,1.7507,0.965873,9385.47,0.965079,All
1.92137,0.965873,4.39703e-08,0.966667,1.75483,0.966667,9390.92,0.965873,All
1.93103,0.966667,4.4167e-08,0.96746,1.76072,0.96746,9413.74,0.966667,All
1.94377,0.96746,4.41763e-08,0.968254,1.76353,0.968254,9439.99,0.96746,All
1.94489,0.968254,4.42912e-08,0.969048,1.76404,0.969048,9445.7,0.968254,All
1.96612,0.969048,4.43083e-08,0.969841,1.76632,0.969841,9465.24,0.969048,All
1.9807,0.969841,4.44178e-08,0.970635,1.76842,0.970635,9470.38,0.969841,All
1.98913,0.970635,4.47178e-08,0.971429,1.77081,0.971429,9473.78,0.970635,All
1.98922,0.971429,4.47899e-08,0.972222,1.77163,0.972222,9517.8,0.971429,All
1.99277,0.972222,4.48326e-08,0.973016,1.78149,0.973016,9536.84,0.972222,All
2.00442,0.973016,4.53176e-08,0.97381,1.78179,0.97381,9591.66,0.973016,All
2.02854,0.97381,4.53452e-08,0.974603,1.78389,0.974603,9613.92,0.97381,All
2.04653,0.974603,4.55012e-08,0.975397,1.78481,0.975397,9629,0.974603,All
2.05414,0.975397,4.58472e-08,0.97619,1.78832,0.97619,9638.86,0.975397,All
2.06161,0.97619,4.60051e-08,0.976984,1.79169,0.976984,9643.29,0.97619,All
2.0835,0.976984,4.61496e-08,0.977778,1.79865,0.977778,9648.78,0.976984,All
2.10346,0.977778,4.62695e-08,0.978571,1.81137,0.978571,9651.16,0.977778,All
2.21663,0.978571,4.70616e-08,0.979365,1.81601,0.979365,9693.23,0.978571,All
2.22875,0.979365,4.73058e-08,0.980159,1.82678,0.980159,9737.91,0.979365,All
2.24683,0.980159,4.77736e-08,0.980952,1.83198,0.980952,9739.1,0.980159,All
2.25265,0.980952,4.78574e-08,0.981746,1.83424,0.981746,9771.08,0.980952,All
2.25737,0.981746,4.7958e-08,0.98254,1.83451,0.98254,9802.15,0.981746,All
2.28464,0.98254,4.83354e-08,0.983333,1.83457,0.983333,9873.82,0.98254,All
2.29587,0.983333,4.83642e-08,0.984127,1.85647,0.984127,9894.17,0.983333,All
2.31478,0.984127,4.84672e-08,0.984921,1.86602,0.984921,9906.24,0.984127,All
2.34444,0.984921,4.86203e-08,0.985714,1.89588,0.985714,9935.2,0.984921,All
2.39037,0.985714,4.8912e-08,0.986508,1.89767,0.986508,9945.01,0.985714,All
2.40999,0.986508,4.92044e-08,0.987302,1.90762,0.987302,9970.45,0.986508,All
2.44554,0.987302,4.97626e-08,0.988095,1.91351,0.988095,9978.35,0.987302,All
2.46203,0.988095,5.01191e-08,0.988889,1.91365,0.988889,10006.5,0.988095,All
2.50207,0.988889,5.06485e-08,0.989683,1.94375,0.989683,10055.9,0.988889,All
2.50265,0.989683,5.19129e-08,0.990476,1.94561,0.990476,10098.4,0.989683,All
2.5274,0.990476,5.25134e-08,0.99127,1.94805,0.99127,10117.6,0.990476,All
2.53654,0.99127,5.25646e-08,0.992063,1.95589,0.992063,10130.1,0.99127,All
2.66696,0.992063,5.26057e-08,0.992857,1.98961,0.992857,10138.4,0.992063,All
3.00916,0.992857,5.26789e-08,0.993651,1.99502,0.993651,10159.2,0.992857,All
3.02635,0.993651,5.36857e-08,0.994444,2.01361,0.994444,10300.3,0.993651,All
3.03411,0.994444,5.561e-08,0.995238,2.04073,0.995238,10373.5,0.994444,All
3.05213,0.995238,5.63622e-08,0.996032,2.0537,0.996032,10374.3,0.995238,All
3.06061,0.996032,5.8087e-08,0.996825,2.07046,0.996825,10421.5,0.996032,All
3.07067,0.996825,5.82524e-08,0.997619,2.0733,0.997619,10722.4,0.996825,All
3.18285,0.997619,5.90795e-08,0.998413,2.09228,0.998413,10762.9,0.997619,All
3.26222,0.998413,6.73228e-08,0.999206,2.11205,0.999206,11090.2,0.998413,All
3.32689,0.999206,7.19286e-08,1,2.13084,1,11280,0.999206,All
3.35352,1,7.19286e-08,1,2.13084,1,11881.7,1,All
9.59556,1,7.19286e-08,1,2.13084,1,15278.3,1,All
