rep,ID,eta_tin_simulated,eta_beta_simulated,eta_delta_simulated,eta_p_simulated,source,split,color,filter
10,58,0.0440988,-0.0611948,-0.350568,-0.173403,Wolfel,All,#4682B4,0
11,58,0.100907,-0.704066,-0.605825,-0.110912,Wolfel,All,#4682B4,0
12,58,-0.0424811,-0.223593,-0.441728,0.0159119,Wolfel,All,#4682B4,0
13,58,0.00507203,0.114161,-0.234213,-0.161348,Wolfel,All,#4682B4,0
14,58,-0.00242797,0.258706,-0.234213,-0.0694069,Wolfel,All,#4682B4,0
15,58,-0.000700767,0.156663,-0.279905,0.0052345,Wolfel,All,#4682B4,0
16,58,0.021197,0.42033,-0.195651,-0.0205633,Wolfel,All,#4682B4,0
17,58,0.0281505,-0.24808,-0.190042,-0.0276124,Wolfel,All,#4682B4,0
18,58,-0.0520152,0.586025,-0.294362,0.0957223,Wolfel,All,#4682B4,0
19,58,-0.060567,-0.382889,-0.413994,0.224695,Wolfel,All,#4682B4,0
20,58,-0.166954,-0.383098,-0.620347,0.171049,Wolfel,All,#4682B4,0
21,58,-0.0231236,-0.628738,-0.669248,-0.0497058,Wolfel,All,#4682B4,0
1,59,0.106543,-0.256922,1.42577,-0.0367971,Wolfel,All,#4682B4,0
2,59,-0.085624,0.620158,0.356809,0.00621366,Wolfel,All,#4682B4,0
3,59,0.110208,-0.473485,1.03825,-0.0931357,Wolfel,All,#4682B4,0
4,59,0.0426228,-0.055238,0.95885,-0.105444,Wolfel,All,#4682B4,0
5,59,-0.151393,-0.029184,0.198941,-0.205492,Wolfel,All,#4682B4,0
6,59,-0.0589559,0.121415,0.317492,0.072833,Wolfel,All,#4682B4,0
7,59,-0.0251627,0.328657,0.577504,-0.135567,Wolfel,All,#4682B4,0
8,59,-0.0551086,0.529443,0.738765,0.0922194,Wolfel,All,#4682B4,0
9,59,0.138799,-0.259245,1.18841,-0.0227545,Wolfel,All,#4682B4,0
10,59,0.0128241,-0.598078,0.944305,-0.0485669,Wolfel,All,#4682B4,0
11,59,-0.0606225,-0.0692322,0.364969,0.0475459,Wolfel,All,#4682B4,0
12,59,0.0295087,-0.329235,1.04027,0.0439448,Wolfel,All,#4682B4,0
13,59,0.0668022,-0.802884,0.605189,-0.0087954,Wolfel,All,#4682B4,0
14,59,0.0391857,0.281067,1.09476,-0.166044,Wolfel,All,#4682B4,0
15,59,-0.059413,0.119175,0.526161,-0.0270941,Wolfel,All,#4682B4,0
16,59,0.0167392,-0.17203,0.466899,-0.189212,Wolfel,All,#4682B4,0
17,59,-0.0170249,-0.277865,0.667323,0.0461135,Wolfel,All,#4682B4,0
18,59,0.00359712,-0.119755,1.25989,0.0689462,Wolfel,All,#4682B4,0
19,59,-0.0275114,0.805349,1.12003,0.0710446,Wolfel,All,#4682B4,0
20,59,0.0908318,-0.00778021,1.135,-0.0410603,Wolfel,All,#4682B4,0
21,59,-0.0620902,0.741324,0.438543,-0.0248053,Wolfel,All,#4682B4,0
1,60,0.131621,0.0107675,1.62176,0.0842221,Wolfel,All,#4682B4,0
2,60,0.046999,0.172373,0.803725,-0.0929456,Wolfel,All,#4682B4,0
3,60,0.00274661,-0.858904,0.304775,0.0260608,Wolfel,All,#4682B4,0
4,60,-0.00376457,-0.0872085,0.990351,-0.0595112,Wolfel,All,#4682B4,0
5,60,0.0196373,0.162581,0.820876,-0.117842,Wolfel,All,#4682B4,0
6,60,0.0367833,0.401231,0.975816,-0.0253195,Wolfel,All,#4682B4,0
7,60,0.0341143,-0.453609,1.00176,0.144984,Wolfel,All,#4682B4,0
8,60,-0.0102857,0.0477855,0.612988,-0.133855,Wolfel,All,#4682B4,0
9,60,-0.0102857,0.276492,0.658743,-0.206652,Wolfel,All,#4682B4,0
10,60,-0.034364,0.244944,0.522706,0.0855777,Wolfel,All,#4682B4,0
11,60,-0.0280411,0.246991,0.704892,0.152606,Wolfel,All,#4682B4,0
12,60,0.0126969,0.187988,0.533262,-0.236189,Wolfel,All,#4682B4,0
13,60,0.139073,-0.386938,0.861148,-0.187468,Wolfel,All,#4682B4,0
14,60,-0.0730076,-0.441243,0.0034417,-0.115396,Wolfel,All,#4682B4,0
15,60,-0.0470653,0.385647,0.451984,0.0633235,Wolfel,All,#4682B4,0
16,60,0.00038665,0.152048,0.451984,0.04988,Wolfel,All,#4682B4,0
17,60,0.0359097,0.325571,0.812191,0.0056058,Wolfel,All,#4682B4,0
18,60,-0.00810625,0.282138,0.875499,0.0296648,Wolfel,All,#4682B4,0
19,60,0.0684607,-0.383843,0.80105,-0.104349,Wolfel,All,#4682B4,0
20,60,-0.0527046,0.228217,0.329421,-0.111737,Wolfel,All,#4682B4,0
21,60,-0.10213,-0.855288,-0.138744,0.178704,Wolfel,All,#4682B4,0
