rep,id,tin,iniT,iniI,beta,rhoX,k,delta,p,c,sigmaX,phiX,dX,source
8,30,-1.20193238399949,2666667,0.0333333,2.24484862353275e-8,2,4,0.506667003692624,7744.50400637448,10,1,2,0.2,Neant
9,30,-2.12221668389877,2666667,0.0333333,2.89913988967211e-8,2,4,0.333843899084089,6969.22819288011,10,1,2,0.2,Neant
10,30,-1.34988327890439,2666667,0.0333333,2.89913988967211e-8,2,4,0.377867463684228,7301.16925212686,10,1,2,0.2,Neant
11,30,-1.69318713339218,2666667,0.0333333,2.67623229957773e-8,2,4,0.355947677796073,7477.98431279796,10,1,2,0.2,Neant
12,30,-0.768193994741716,2666667,0.0333333,1.87270954900327e-8,2,4,0.405451285934299,6270.18672473761,10,1,2,0.2,Neant
13,30,-1.50592267248751,2666667,0.0333333,9.91332338482667e-9,2,4,0.240979798096856,5860.64827012939,10,1,2,0.2,Neant
14,30,-2.46819353694266,2666667,0.0333333,2.07448255739924e-8,2,4,0.385965611802835,8855.37918468424,10,1,2,0.2,Neant
15,30,1.12352209619373,2666667,0.0333333,2.17307636693394e-8,2,4,0.525813752675419,7556.58881827,10,1,2,0.2,Neant
16,30,-0.685067244566598,2666667,0.0333333,1.80348857824754e-8,2,4,0.413975139585973,8475.55644060892,10,1,2,0.2,Neant
17,30,0.699830461297386,2666667,0.0333333,3.11017104687754e-8,2,4,0.399652502511526,6755.92940847909,10,1,2,0.2,Neant
18,30,-2.68748406204452,2666667,0.0333333,2.89006560317226e-8,2,4,0.302342281661773,8481.91690768645,10,1,2,0.2,Neant
19,30,-0.420099056807218,2666667,0.0333333,1.52671158935368e-8,2,4,0.304866029252799,7503.62788044309,10,1,2,0.2,Neant
20,30,1.69761110182359,2666667,0.0333333,2.32466361417876e-8,2,4,0.559044865366077,6626.49334688996,10,1,2,0.2,Neant
21,30,-2.26179480775863,2666667,0.0333333,2.26441115055133e-8,2,4,0.425132919390881,6215.35449529659,10,1,2,0.2,Neant
1,31,-1.49288864754647,2666667,0.0333333,1.98910834935977e-8,2,4,0.830782746485513,6831.43515404292,10,1,2,0.2,Neant
2,31,-0.574453009574109,2666667,0.0333333,2.44984856599832e-8,2,4,0.964885038349415,6760.02547130715,10,1,2,0.2,Neant
3,31,0.116599864383626,2666667,0.0333333,2.54974506946262e-8,2,4,1.10541314209305,8471.64513240845,10,1,2,0.2,Neant
4,31,0.539710414818174,2666667,0.0333333,3.310322340258e-8,2,4,0.902879054637246,7435.52958638407,10,1,2,0.2,Neant
5,31,0.701603543107865,2666667,0.0333333,2.1347560583331e-8,2,4,0.81240907502979,5324.28795882091,10,1,2,0.2,Neant
6,31,-1.27430923590537,2666667,0.0333333,1.45560395928898e-8,2,4,0.62495048759903,7009.30279766018,10,1,2,0.2,Neant
7,31,-0.61505969452818,2666667,0.0333333,1.70925715693218e-8,2,4,0.968453218614353,7741.61995093797,10,1,2,0.2,Neant
8,31,-0.891251714814042,2666667,0.0333333,1.48341459874775e-8,2,4,0.741334069360725,7726.80256966396,10,1,2,0.2,Neant
9,31,-0.534451930898169,2666667,0.0333333,1.17889027040879e-8,2,4,0.79419501195495,7136.09909505277,10,1,2,0.2,Neant
10,31,-0.18504718969349,2666667,0.0333333,1.24620640062548e-8,2,4,0.808609412435668,5884.0747530143,10,1,2,0.2,Neant
11,31,0.49623617680529,2666667,0.0333333,1.99265859553762e-8,2,4,0.944035366583159,6619.41028512242,10,1,2,0.2,Neant
12,31,-3.35141735170935,2666667,0.0333333,1.99839515748258e-8,2,4,0.686477239713717,8092.20103465942,10,1,2,0.2,Neant
13,31,-1.87742116949666,2666667,0.0333333,1.7476418078165e-8,2,4,0.864459762113122,6884.67516661343,10,1,2,0.2,Neant
14,31,0.00931793652167951,2666667,0.0333333,1.89798963646451e-8,2,4,0.952543927318107,7636.07323699226,10,1,2,0.2,Neant
15,31,-1.33116514308779,2666667,0.0333333,2.70604004191663e-8,2,4,0.675549554167083,6468.49826618455,10,1,2,0.2,Neant
16,31,-0.998465702890184,2666667,0.0333333,1.80948257416133e-8,2,4,1.14116659422903,8141.28524247781,10,1,2,0.2,Neant
17,31,-0.658240157190427,2666667,0.0333333,3.48995793324035e-8,2,4,0.996811394569592,6510.21274088517,10,1,2,0.2,Neant
18,31,-0.31976473514948,2666667,0.0333333,5.2564637574754e-8,2,4,0.758311626905821,6830.67192889511,10,1,2,0.2,Neant
19,31,-1.02777261019871,2666667,0.0333333,1.38437786819371e-8,2,4,1.05985443779926,5801.01185395583,10,1,2,0.2,Neant
20,31,0.427454271648097,2666667,0.0333333,1.62551081234865e-8,2,4,0.618482304824801,8001.64519730368,10,1,2,0.2,Neant
21,31,-2.65678666829959,2666667,0.0333333,1.16551071575125e-8,2,4,0.670622750468327,7311.28160590823,10,1,2,0.2,Neant
1,32,-0.77042424169132,2666667,0.0333333,3.46363869823729e-8,2,4,1.33559334029598,8862.44531633236,10,1,2,0.2,Neant
2,32,1.76959413575998,2666667,0.0333333,1.1936196361456e-8,2,4,1.02846592948294,6912.83248726742,10,1,2,0.2,Neant
3,32,1.76564099771044,2666667,0.0333333,3.31811620534576e-8,2,4,1.29688425379785,6646.89997839122,10,1,2,0.2,Neant
4,32,2.28464161814092,2666667,0.0333333,1.66086286910757e-8,2,4,0.965932943979741,8225.45848443816,10,1,2,0.2,Neant
5,32,-0.18501043551042,2666667,0.0333333,2.11567977127346e-8,2,4,0.938681536825114,6915.38745328956,10,1,2,0.2,Neant
6,32,0.581999616880325,2666667,0.0333333,2.80504172233699e-8,2,4,1.56802920448509,6274.96524152656,10,1,2,0.2,Neant
7,32,0.854358161836666,2666667,0.0333333,3.1549519568694e-8,2,4,1.61383606799081,8753.57149607487,10,1,2,0.2,Neant
8,32,0.711330602628028,2666667,0.0333333,2.35567679541361e-8,2,4,0.982852649128692,9199.1611124947,10,1,2,0.2,Neant
9,32,1.11725165116241,2666667,0.0333333,1.951768209642e-8,2,4,1.44455169811257,6593.63164924097,10,1,2,0.2,Neant
10,32,-3.04077014123536,2666667,0.0333333,1.0122036166895e-8,2,4,0.753598128430757,7403.6253924752,10,1,2,0.2,Neant
11,32,-1.79651321889472,2666667,0.0333333,1.0507760577639e-8,2,4,0.88230841085904,6486.64589421513,10,1,2,0.2,Neant
12,32,1.78034077360163,2666667,0.0333333,2.28767373158926e-8,2,4,0.864656526488774,8569.41897147363,10,1,2,0.2,Neant
13,32,0.0548654503959626,2666667,0.0333333,1.23134780203426e-8,2,4,0.969279748279966,9445.70191552584,10,1,2,0.2,Neant
14,32,-1.39791681599058,2666667,0.0333333,3.3242291926716e-8,2,4,1.32994354560208,6707.47518523072,10,1,2,0.2,Neant
15,32,2.34444222260565,2666667,0.0333333,3.47049610751518e-8,2,4,1.18448276351994,7200.37578925468,10,1,2,0.2,Neant
16,32,-0.309423493612335,2666667,0.0333333,5.82523709128666e-8,2,4,1.06681907907212,7053.61126788088,10,1,2,0.2,Neant
17,32,0.505081318902532,2666667,0.0333333,1.45948446208916e-8,2,4,1.00977019918615,6972.91447826479,10,1,2,0.2,Neant
18,32,-0.844093611942625,2666667,0.0333333,2.87628727649646e-8,2,4,1.13958537678443,7224.02594207675,10,1,2,0.2,Neant
19,32,0.768091035095069,2666667,0.0333333,2.30659905432169e-8,2,4,1.20669831197313,7150.6934080705,10,1,2,0.2,Neant
20,32,0.0835923385549913,2666667,0.0333333,3.17333950858022e-8,2,4,0.911897514620686,6552.47459579126,10,1,2,0.2,Neant
21,32,1.18671052216949,2666667,0.0333333,1.73861587382067e-8,2,4,0.810557796806751,6646.72805016703,10,1,2,0.2,Neant
1,33,-2.3489308322147,2666667,0.0333333,2.69754815981009e-8,2,4,0.619939631106707,6327.46614771415,10,1,2,0.2,Neant
2,33,-0.787667934100207,2666667,0.0333333,2.27959464979099e-8,2,4,0.634490291777132,5728.09484592702,10,1,2,0.2,Neant
3,33,1.98921663517243,2666667,0.0333333,2.89094371916535e-8,2,4,0.627824598143829,7561.34927841256,10,1,2,0.2,Neant
4,33,-1.68177215926639,2666667,0.0333333,2.22024054796415e-8,2,4,0.530565634516196,8078.81331377548,10,1,2,0.2,Neant
5,33,-1.62501222056885,2666667,0.0333333,2.78221513765359e-8,2,4,0.757838138238326,5042.28409173552,10,1,2,0.2,Neant
6,33,1.41008348723904,2666667,0.0333333,2.29632849410461e-8,2,4,0.40255025073818,5846.20883325715,10,1,2,0.2,Neant
7,33,-0.488571284503599,2666667,0.0333333,3.31054930835482e-8,2,4,0.51890313875687,7410.07238135828,10,1,2,0.2,Neant
8,33,-0.846983346128321,2666667,0.0333333,1.4534805350146e-8,2,4,0.725730494951802,7652.52725464991,10,1,2,0.2,Neant
9,33,-0.994470243980027,2666667,0.0333333,1.89187291416324e-8,2,4,0.863818869392613,8981.13307482375,10,1,2,0.2,Neant
10,33,0.0626513918145173,2666667,0.0333333,1.79817155067722e-8,2,4,1.08414797645535,8520.1939884572,10,1,2,0.2,Neant
11,33,-1.55986542950278,2666667,0.0333333,2.25270596685981e-8,2,4,0.466888816188124,6656.53125574255,10,1,2,0.2,Neant
12,33,-0.204587506799618,2666667,0.0333333,1.33811902888083e-8,2,4,0.520398472115612,7137.35745566136,10,1,2,0.2,Neant
13,33,-2.60412323618118,2666667,0.0333333,4.97626274151786e-8,2,4,0.659154760927454,6664.53337396626,10,1,2,0.2,Neant
14,33,-1.15815236714258,2666667,0.0333333,1.78627826604732e-8,2,4,0.665537052824486,7665.36709952216,10,1,2,0.2,Neant
15,33,0.685626407987229,2666667,0.0333333,4.78573913323894e-8,2,4,1.03164341381262,7753.36931015074,10,1,2,0.2,Neant
16,33,-0.648533509100805,2666667,0.0333333,1.55795310777431e-8,2,4,0.691868366678192,7109.18359518391,10,1,2,0.2,Neant
17,33,-1.23622805689318,2666667,0.0333333,1.87017381215579e-8,2,4,0.730913577140111,7889.69965945188,10,1,2,0.2,Neant
18,33,-1.62815431823641,2666667,0.0333333,1.28975464083883e-8,2,4,0.864342249897811,7115.7256308074,10,1,2,0.2,Neant
19,33,-1.49510029455799,2666667,0.0333333,2.22294663796236e-8,2,4,0.585002810974393,8864.22595469523,10,1,2,0.2,Neant
20,33,-0.139787045483655,2666667,0.0333333,4.01005745601806e-8,2,4,0.585503217540592,7959.39476332602,10,1,2,0.2,Neant
21,33,-0.758696718872457,2666667,0.0333333,4.44178481759442e-8,2,4,0.600955223166378,6866.92798802542,10,1,2,0.2,Neant
1,34,0.793735295756883,2666667,0.0333333,1.70066619175429e-8,2,4,1.10686093041999,8203.63677724766,10,1,2,0.2,Neant
2,34,-0.272312015945691,2666667,0.0333333,1.97292496711915e-8,2,4,1.01975862669029,8115.98127017295,10,1,2,0.2,Neant
3,34,-2.76829836082974,2666667,0.0333333,2.47526990045327e-8,2,4,0.743343099785849,6096.25346532834,10,1,2,0.2,Neant
4,34,-0.361389829765613,2666667,0.0333333,3.16925743231657e-8,2,4,1.17066002444627,8327.56483391589,10,1,2,0.2,Neant
5,34,-2.20907812644099,2666667,0.0333333,1.68194789624923e-8,2,4,1.02874779550482,8792.26453753027,10,1,2,0.2,Neant
6,34,1.37520392162851,2666667,0.0333333,2.24361801937411e-8,2,4,0.889381082898479,5297.00066341636,10,1,2,0.2,Neant
7,34,1.96612282341947,2666667,0.0333333,2.33383905168959e-8,2,4,1.76072047400416,7588.89995610168,10,1,2,0.2,Neant
8,34,0.00803262001861201,2666667,0.0333333,3.5401929263675e-8,2,4,1.09445763222786,6527.27142736232,10,1,2,0.2,Neant
9,34,-2.54029406787446,2666667,0.0333333,1.91409327234462e-8,2,4,1.028453722098,10421.5005993171,10,1,2,0.2,Neant
10,34,0.913587312736697,2666667,0.0333333,2.3188330576546e-8,2,4,1.35403760694502,5934.37472722016,10,1,2,0.2,Neant
11,34,-2.25402809440264,2666667,0.0333333,3.15400937062063e-8,2,4,0.997862256239458,6474.82464008812,10,1,2,0.2,Neant
12,34,0.0910848004998307,2666667,0.0333333,1.4250910607313e-8,2,4,1.10905800714967,6657.56979765456,10,1,2,0.2,Neant
13,34,-3.21857766266751,2666667,0.0333333,2.05476328116449e-8,2,4,0.961761454847302,8076.84241744799,10,1,2,0.2,Neant
14,34,-1.56624229842219,2666667,0.0333333,1.78615152554242e-8,2,4,0.854737048101171,7277.72568402922,10,1,2,0.2,Neant
15,34,-2.3466146077099,2666667,0.0333333,7.19285606605254e-8,2,4,0.945105886045875,6393.5971020697,10,1,2,0.2,Neant
16,34,0.219654715716704,2666667,0.0333333,1.21209550952777e-8,2,4,0.90451719655995,7437.6438890621,10,1,2,0.2,Neant
17,34,-1.3130582931109,2666667,0.0333333,2.84342066305822e-8,2,4,1.00305906821995,6191.15392686175,10,1,2,0.2,Neant
18,34,-0.55143981056658,2666667,0.0333333,2.02712108596091e-8,2,4,0.855163175083324,6351.767276956,10,1,2,0.2,Neant
19,34,-0.52967415722413,2666667,0.0333333,2.00584217785795e-8,2,4,1.48500033938216,8076.8872218017,10,1,2,0.2,Neant
20,34,-0.0844720227524033,2666667,0.0333333,1.94859607828362e-8,2,4,0.940910144306765,5897.93893919852,10,1,2,0.2,Neant
21,34,0.867575707628099,2666667,0.0333333,2.09302548124147e-8,2,4,1.41677746926423,7769.40990741557,10,1,2,0.2,Neant
1,35,0.535481468465483,2666667,0.0333333,2.0728933018868e-8,2,4,1.036223250931,7345.6579731749,10,1,2,0.2,Neant
2,35,0.891540652657439,2666667,0.0333333,2.12628479517911e-8,2,4,1.09312140871436,8587.61566262946,10,1,2,0.2,Neant
3,35,1.39214794599593,2666667,0.0333333,2.46404168500128e-8,2,4,0.984125896762041,8189.41158880312,10,1,2,0.2,Neant
4,35,-0.857728341020807,2666667,0.0333333,3.49030711224468e-8,2,4,1.01543909156473,7720.44215604751,10,1,2,0.2,Neant
5,35,0.17781779487837,2666667,0.0333333,1.82441726438978e-8,2,4,0.85037854813427,6993.36460670496,10,1,2,0.2,Neant
6,35,-0.10021834817321,2666667,0.0333333,2.76228427284395e-8,2,4,1.06695038318418,7157.36717819059,10,1,2,0.2,Neant
7,35,-0.400736093057088,2666667,0.0333333,1.96312378304554e-8,2,4,1.32315848245695,9155.53396910053,10,1,2,0.2,Neant
8,35,0.124680198637162,2666667,0.0333333,2.4784351161133e-8,2,4,0.930226520023624,8756.4547777257,10,1,2,0.2,Neant
9,35,-1.2683082506745,2666667,0.0333333,1.72633367725531e-8,2,4,1.1276750747302,7204.05977384592,10,1,2,0.2,Neant
10,35,0.342207041021144,2666667,0.0333333,2.31585035718559e-8,2,4,1.20370190333291,8399.99886685975,10,1,2,0.2,Neant
11,35,1.57648933450536,2666667,0.0333333,2.73432604043469e-8,2,4,1.82678135663575,7879.08740653882,10,1,2,0.2,Neant
12,35,0.264358861356237,2666667,0.0333333,1.97668604171928e-8,2,4,1.06192019351313,5621.20829174125,10,1,2,0.2,Neant
13,35,-0.349863293265899,2666667,0.0333333,2.8585591063223e-8,2,4,1.040492699111,8248.20538071656,10,1,2,0.2,Neant
14,35,-1.41237608572222,2666667,0.0333333,3.85796187572427e-8,2,4,1.19694497133796,7225.06958714982,10,1,2,0.2,Neant
15,35,-0.753233625556339,2666667,0.0333333,1.44599894487177e-8,2,4,1.14915230608912,7102.07203363575,10,1,2,0.2,Neant
16,35,-1.3413587064991,2666667,0.0333333,3.12557796600541e-8,2,4,1.33192644811696,7197.7414005575,10,1,2,0.2,Neant
17,35,1.33644561690792,2666667,0.0333333,2.63729550775024e-8,2,4,1.21105741903228,7513.13889363646,10,1,2,0.2,Neant
18,35,-1.73323797504584,2666667,0.0333333,1.24923110404465e-8,2,4,0.804133913245094,7970.29311937611,10,1,2,0.2,Neant
19,35,-0.00302891197360568,2666667,0.0333333,1.29911015672711e-8,2,4,1.0181774307681,6775.39469618767,10,1,2,0.2,Neant
20,35,1.04537324756198,2666667,0.0333333,2.51258445619475e-8,2,4,1.11792742643872,7026.78427081587,10,1,2,0.2,Neant
21,35,-0.611433937706764,2666667,0.0333333,3.70054010754282e-8,2,4,1.10097611914751,8490.31446046451,10,1,2,0.2,Neant
1,36,-0.00414533408011339,2666667,0.0333333,1.66670506610229e-8,2,4,0.688177797546477,6485.76159626049,10,1,2,0.2,Neant
2,36,1.65583502795054,2666667,0.0333333,2.78320681794955e-8,2,4,0.702353654612908,6699.46614632996,10,1,2,0.2,Neant
3,36,-1.63152469381955,2666667,0.0333333,4.02513828562321e-8,2,4,0.510569011898493,8674.83290739301,10,1,2,0.2,Neant
4,36,-3.05996421717067,2666667,0.0333333,3.25847306513582e-8,2,4,0.444285051643387,7122.79597073226,10,1,2,0.2,Neant
5,36,-1.23616363085615,2666667,0.0333333,3.6210655584241e-8,2,4,0.574900337584472,8991.77037106825,10,1,2,0.2,Neant
6,36,0.892370677343279,2666667,0.0333333,3.99082352709404e-8,2,4,0.699100851426087,7291.39358645354,10,1,2,0.2,Neant
7,36,3.07067323843091,2666667,0.0333333,2.41021765828174e-8,2,4,0.535509904196554,7434.8300682872,10,1,2,0.2,Neant
8,36,-0.210107785238111,2666667,0.0333333,1.82692252688473e-8,2,4,0.689325903291844,8931.47055222853,10,1,2,0.2,Neant
9,36,-1.58302186047295,2666667,0.0333333,4.10598900945908e-8,2,4,0.696629338649205,8198.42572832814,10,1,2,0.2,Neant
10,36,0.0438429609409693,2666667,0.0333333,3.77160765822597e-8,2,4,0.410061440885451,7192.89777487315,10,1,2,0.2,Neant
11,36,-1.14984007533669,2666667,0.0333333,2.77399899713319e-8,2,4,0.248714857162173,7299.35175179962,10,1,2,0.2,Neant
12,36,1.82128406438168,2666667,0.0333333,3.74823437149226e-8,2,4,0.546219532901018,6986.7924255816,10,1,2,0.2,Neant
13,36,3.02634922785294,2666667,0.0333333,3.089497805288e-8,2,4,0.972376819255793,8856.05050943495,10,1,2,0.2,Neant
14,36,-0.823152128710901,2666667,0.0333333,5.63622102970389e-8,2,4,0.543514721665453,6193.00639955497,10,1,2,0.2,Neant
15,36,-0.398927333951422,2666667,0.0333333,2.23627610388811e-8,2,4,0.420115371891713,5681.7718481228,10,1,2,0.2,Neant
16,36,1.20073758119642,2666667,0.0333333,1.8848132869425e-8,2,4,0.413741872154286,6479.66216689659,10,1,2,0.2,Neant
17,36,-0.245358552617028,2666667,0.0333333,1.57802928868718e-8,2,4,0.552160904993566,6877.36655349551,10,1,2,0.2,Neant
18,36,-1.16594517856831,2666667,0.0333333,1.80246834791235e-8,2,4,0.570773042487086,8903.39321667681,10,1,2,0.2,Neant
19,36,1.0945290541646,2666667,0.0333333,1.18642549561253e-8,2,4,0.468804184731117,8488.10163443473,10,1,2,0.2,Neant
20,36,1.89844758185237,2666667,0.0333333,2.73019787760634e-8,2,4,0.759163220252823,9638.86351630556,10,1,2,0.2,Neant
21,36,-1.6042748087242,2666667,0.0333333,2.83499635571873e-8,2,4,0.429324889119504,5986.93905956492,10,1,2,0.2,Neant
1,37,-0.421731014666273,2666667,0.0333333,2.373964404406e-8,2,4,0.561316574169873,8055.18731661198,10,1,2,0.2,Neant
2,37,-0.67917850838069,2666667,0.0333333,1.73130406190175e-8,2,4,0.688279370402973,5654.53417181628,10,1,2,0.2,Neant
3,37,-2.18780004805685,2666667,0.0333333,2.77389229638357e-8,2,4,1.15656480091079,10373.4841732592,10,1,2,0.2,Neant
4,37,-0.836287291060509,2666667,0.0333333,4.07661489789724e-8,2,4,1.07051058150558,8795.04777141716,10,1,2,0.2,Neant
5,37,-0.770001658300456,2666667,0.0333333,3.17158550979101e-8,2,4,1.08069913507772,7060.06401395931,10,1,2,0.2,Neant
6,37,-1.07409652743396,2666667,0.0333333,1.87065271995165e-8,2,4,0.87794161105822,7016.23121343542,10,1,2,0.2,Neant
7,37,-2.07421267870497,2666667,0.0333333,2.7189095996401e-8,2,4,0.827185251438244,6454.48591529812,10,1,2,0.2,Neant
8,37,-1.50647806906781,2666667,0.0333333,3.30093977710453e-8,2,4,0.947389267127471,6343.07700069679,10,1,2,0.2,Neant
9,37,0.131436280417078,2666667,0.0333333,1.55766695999324e-8,2,4,0.942960131983915,7269.0082058833,10,1,2,0.2,Neant
10,37,-0.388644529411039,2666667,0.0333333,1.39930539081332e-8,2,4,1.91350608067774,11881.667027043,10,1,2,0.2,Neant
11,37,-3.12226719128366,2666667,0.0333333,2.08679580557878e-8,2,4,1.1143428165605,6754.03833230825,10,1,2,0.2,Neant
12,37,-2.24170853523276,2666667,0.0333333,1.50165013800418e-8,2,4,1.05177335545235,8150.57727348331,10,1,2,0.2,Neant
13,37,1.13674931598261,2666667,0.0333333,3.54120213556424e-8,2,4,0.690837235354018,8154.09028318896,10,1,2,0.2,Neant
14,37,1.42146042026375,2666667,0.0333333,1.85568434693688e-8,2,4,1.81136856940459,8783.08688423477,10,1,2,0.2,Neant
15,37,-0.832660240758093,2666667,0.0333333,2.86265810034581e-8,2,4,1.24330032024507,6942.38431409248,10,1,2,0.2,Neant
16,37,-3.26925465764789,2666667,0.0333333,2.25505431944022e-8,2,4,0.729160813587987,8677.55947833956,10,1,2,0.2,Neant
17,37,1.18180686866352,2666667,0.0333333,3.50141660191924e-8,2,4,0.972078182401271,6411.32405907967,10,1,2,0.2,Neant
18,37,-4.15783111009879,2666667,0.0333333,2.575184796393e-8,2,4,0.884009441145878,7911.69457235997,10,1,2,0.2,Neant
19,37,0.227431429213716,2666667,0.0333333,4.1156184255546e-8,2,4,0.998869191064638,5962.19470090824,10,1,2,0.2,Neant
20,37,-2.25244227251055,2666667,0.0333333,2.12522563751188e-8,2,4,1.52755970050806,8091.15226736008,10,1,2,0.2,Neant
21,37,-0.348275047472085,2666667,0.0333333,3.7109205601682e-8,2,4,1.0002544267168,8367.30931665589,10,1,2,0.2,Neant
1,38,-2.86129324057935,2666667,0.0333333,1.42171591743994e-8,2,4,0.790970666772696,7669.40752674533,10,1,2,0.2,Neant
2,38,0.39670784368423,2666667,0.0333333,3.60586881446381e-8,2,4,1.60849089900488,6882.11108943663,10,1,2,0.2,Neant
3,38,-1.6166746559361,2666667,0.0333333,3.21475871013543e-8,2,4,1.14905964454017,7968.8801074725,10,1,2,0.2,Neant
4,38,0.701403870758039,2666667,0.0333333,1.99743948205717e-8,2,4,1.15900846886066,9517.80020332875,10,1,2,0.2,Neant
5,38,-1.73620333187478,2666667,0.0333333,1.60150832108633e-8,2,4,1.12854381285287,6293.1999195211,10,1,2,0.2,Neant
6,38,3.05212696815528,2666667,0.0333333,2.18582226404984e-8,2,4,1.31874314642576,6557.49193563091,10,1,2,0.2,Neant
7,38,-1.67945750560772,2666667,0.0333333,3.10150069316787e-8,2,4,1.21322513584079,7051.97201480278,10,1,2,0.2,Neant
8,38,-2.9532618687169,2666667,0.0333333,2.73955624341382e-8,2,4,1.09458473121525,10006.4787787769,10,1,2,0.2,Neant
9,38,-0.194402493881206,2666667,0.0333333,2.7824013704049e-8,2,4,1.3423095481489,8074.77465275146,10,1,2,0.2,Neant
10,38,-1.3257920097699,2666667,0.0333333,1.37334123524748e-8,2,4,0.992155747513878,7053.0782114603,10,1,2,0.2,Neant
11,38,2.39037299988791,2666667,0.0333333,1.06324408666004e-8,2,4,1.40109607473816,7175.11218206387,10,1,2,0.2,Neant
12,38,-0.19455023662113,2666667,0.0333333,2.6663731518089e-8,2,4,0.955750475528723,8462.98085109582,10,1,2,0.2,Neant
13,38,1.50570060849541,2666667,0.0333333,2.93975647838337e-8,2,4,1.51325880780644,5846.26695898498,10,1,2,0.2,Neant
14,38,-0.0306240194316333,2666667,0.0333333,4.60051027200069e-8,2,4,1.29872332527525,8284.97617807787,10,1,2,0.2,Neant
15,38,0.774746149589883,2666667,0.0333333,3.69421929536662e-8,2,4,1.1819049804636,7310.60776826189,10,1,2,0.2,Neant
16,38,-2.3044053654607,2666667,0.0333333,3.49807882588992e-8,2,4,1.23722370913528,7451.09580402155,10,1,2,0.2,Neant
17,38,-3.34046143305353,2666667,0.0333333,5.19129177414945e-8,2,4,0.789143538952577,6570.40391099858,10,1,2,0.2,Neant
18,38,-0.726418837149176,2666667,0.0333333,2.30517218693297e-8,2,4,1.36205920038107,7181.37381198025,10,1,2,0.2,Neant
19,38,-0.820396149914437,2666667,0.0333333,1.36221226899715e-8,2,4,0.83471135697473,8344.77535659845,10,1,2,0.2,Neant
20,38,-1.17914072381912,2666667,0.0333333,1.94606293555898e-8,2,4,1.7231526718843,9251.29951417778,10,1,2,0.2,Neant
21,38,1.82406640116437,2666667,0.0333333,3.22506083142587e-8,2,4,1.44070629072677,6910.8561446509,10,1,2,0.2,Neant
1,39,0.0399813402107832,2666667,0.0333333,2.75061788274903e-8,2,4,0.669010907212425,8306.06993058847,10,1,2,0.2,Neant
2,39,2.10346051751993,2666667,0.0333333,2.2378525188462e-8,2,4,0.649758110854939,6979.57610102186,10,1,2,0.2,Neant
3,39,0.74112476294152,2666667,0.0333333,1.80714938388139e-8,2,4,0.479739840541487,7447.05617569526,10,1,2,0.2,Neant
4,39,-0.745887135219763,2666667,0.0333333,1.14657528158943e-8,2,4,0.516855717095905,6456.2856632274,10,1,2,0.2,Neant
5,39,-0.643695030107811,2666667,0.0333333,3.42186353289866e-8,2,4,0.787559834597515,8450.57049080647,10,1,2,0.2,Neant
6,39,1.62349059345053,2666667,0.0333333,2.44718958212542e-8,2,4,0.666498970610282,7297.31365206632,10,1,2,0.2,Neant
7,39,0.744265877257467,2666667,0.0333333,2.20723856345939e-8,2,4,0.746534148062685,8331.77640205247,10,1,2,0.2,Neant
8,39,1.93102508821617,2666667,0.0333333,1.94624480595593e-8,2,4,0.590999591795511,6349.10823861031,10,1,2,0.2,Neant
9,39,-0.969116052775966,2666667,0.0333333,2.13840163245495e-8,2,4,0.562562377993676,8083.68787500204,10,1,2,0.2,Neant
10,39,-0.280275861852148,2666667,0.0333333,3.02448882230621e-8,2,4,0.565242204198414,7069.90153941985,10,1,2,0.2,Neant
11,39,-1.22369950145793,2666667,0.0333333,2.46591487463444e-8,2,4,0.564393397113563,7388.18078052226,10,1,2,0.2,Neant
12,39,-0.00156609850999938,2666667,0.0333333,2.36528687990921e-8,2,4,0.694607106738268,8167.25071609739,10,1,2,0.2,Neant
13,39,-1.38468062067203,2666667,0.0333333,2.86036149143007e-8,2,4,0.662418887026295,9439.99243598627,10,1,2,0.2,Neant
14,39,0.885318309973909,2666667,0.0333333,2.71753664905811e-8,2,4,0.605281721538316,7736.52559256809,10,1,2,0.2,Neant
15,39,0.0289227248975255,2666667,0.0333333,2.41629183929908e-8,2,4,0.457556289027538,7104.40406694378,10,1,2,0.2,Neant
16,39,1.68604508983487,2666667,0.0333333,2.16929554597414e-8,2,4,0.554169799793055,6714.21569878302,10,1,2,0.2,Neant
17,39,-1.86418800894469,2666667,0.0333333,3.00454783815499e-8,2,4,0.531096004669256,6834.76378397141,10,1,2,0.2,Neant
18,39,-1.33642316981687,2666667,0.0333333,2.22960714865558e-8,2,4,0.802064810433953,8045.11693698252,10,1,2,0.2,Neant
19,39,-0.874861430299024,2666667,0.0333333,2.73547590963115e-8,2,4,0.506448740005806,5432.7792241761,10,1,2,0.2,Neant
20,39,-0.803073906669171,2666667,0.0333333,2.81693909364798e-8,2,4,0.571155475754244,7965.88384934214,10,1,2,0.2,Neant
21,39,1.89766172649463,2666667,0.0333333,3.02155862684109e-8,2,4,0.682545256957967,6279.41466553418,10,1,2,0.2,Neant
1,40,0.597185357605329,2666667,0.0333333,3.34732755595007e-8,2,4,1.33965152901238,4398.16382079141,10,1,2,0.2,Neant
2,40,-3.03077701326861,2666667,0.0333333,1.77887289654839e-8,2,4,1.22703159876222,8162.87859608292,10,1,2,0.2,Neant
3,40,-1.66652850054671,2666667,0.0333333,1.48533724881721e-8,2,4,1.76842275076098,6155.02472311521,10,1,2,0.2,Neant
