rep,ID,trans_tin_simulated,trans_beta_simulated,trans_delta_simulated,trans_p_simulated,eta_tin_simulated,eta_beta_simulated,eta_delta_simulated,eta_p_simulated,source,split,color,filter
13,48,-0.407803,-3.935,0.230669,9.07384,-0.156102,-0.150229,1.0966,0.181448,Kissler,All,#4682B4,0
14,48,-0.421967,-3.23225,0.00433533,8.8462,-0.170266,0.552524,0.870267,-0.0461835,Kissler,All,#4682B4,0
15,48,-0.421967,-4.24227,-1.2476,8.79443,-0.170266,-0.457501,-0.381668,-0.0979609,Kissler,All,#4682B4,0
16,48,-0.466365,-4.2071,-0.909425,8.712,-0.214664,-0.422326,-0.0434937,-0.180389,Kissler,All,#4682B4,0
17,48,-0.399496,-3.32747,-0.112336,9.00226,-0.147795,0.457298,0.753595,0.109871,Kissler,All,#4682B4,0
18,48,-0.391783,-4.16933,-0.426399,8.90885,-0.140082,-0.384556,0.439533,0.0164642,Kissler,All,#4682B4,0
19,48,-0.431263,-3.17348,-0.242839,8.83891,-0.179562,0.611291,0.623092,-0.0534809,Kissler,All,#4682B4,0
20,48,-0.431263,-3.73302,-0.720444,9.18378,-0.179562,0.0517564,0.145488,0.291394,Kissler,All,#4682B4,0
0,49,-0.152719,-3.63206,0.0194011,8.86915,0.0989818,0.152712,0.885333,-0.0232371,Kissler,All,#4682B4,0
1,49,-0.249562,-3.51144,-0.105007,8.95905,0.00213919,0.273331,0.760924,0.0666655,Kissler,All,#4682B4,0
2,49,-0.181232,-4.0343,0.154299,8.97764,0.0704688,-0.249531,1.02023,0.0852476,Kissler,All,#4682B4,0
3,49,-0.227375,-3.20433,-0.775694,9.06612,0.0243264,0.580443,0.0902374,0.173736,Kissler,All,#4682B4,0
4,49,-0.226635,-3.62342,-0.464207,8.55033,0.0250663,0.161351,0.401724,-0.342056,Kissler,All,#4682B4,0
5,49,-0.264138,-4.12966,-0.527209,8.69278,-0.0124367,-0.344892,0.338723,-0.199607,Kissler,All,#4682B4,0
6,49,-0.235689,-3.80034,-0.228555,9.24709,0.0160118,-0.0155689,0.637377,0.354703,Kissler,All,#4682B4,0
7,49,-0.235689,-3.77242,-0.27065,8.85596,0.0160118,0.0123537,0.595282,-0.0364322,Kissler,All,#4682B4,0
8,49,-0.278442,-3.91619,-0.0924768,8.99324,-0.0267413,-0.131423,0.773455,0.100849,Kissler,All,#4682B4,0
9,49,-0.278814,-4.1052,-1.16981,8.71309,-0.0271135,-0.320423,-0.303879,-0.179303,Kissler,All,#4682B4,0
10,49,-0.277728,-3.87541,-0.835425,8.82886,-0.026027,-0.0906364,0.0305065,-0.0635242,Kissler,All,#4682B4,0
11,49,-0.277728,-4.04772,-0.330293,9.09518,-0.026027,-0.262947,0.535639,0.202793,Kissler,All,#4682B4,0
12,49,-0.226223,-3.79727,-0.291561,8.99112,0.0254783,-0.0124976,0.574371,0.0987308,Kissler,All,#4682B4,0
13,49,-0.226223,-3.79727,-0.291561,9.00721,0.0254783,-0.0124976,0.574371,0.114819,Kissler,All,#4682B4,0
14,49,-0.201896,-4.72519,-1.24951,8.92088,0.0498045,-0.940419,-0.383578,0.0284957,Kissler,All,#4682B4,0
15,49,-0.19238,-3.6936,0.127768,8.50685,0.0593212,0.0911696,0.993699,-0.385541,Kissler,All,#4682B4,0
16,49,-0.246534,-3.77464,0.110966,9.31381,0.00516661,0.0101286,0.976897,0.421425,Kissler,All,#4682B4,0
17,49,-0.176598,-3.6087,-0.617327,8.79439,0.0751027,0.176069,0.248604,-0.0979982,Kissler,All,#4682B4,0
18,49,-0.265025,-3.75336,-0.142212,8.47724,-0.0133244,0.0314098,0.72372,-0.41515,Kissler,All,#4682B4,0
19,49,-0.141832,-4.23366,-0.154454,9.01252,0.109869,-0.448892,0.711477,0.120134,Kissler,All,#4682B4,0
20,49,-0.274724,-3.85029,-0.616704,8.83375,-0.0230232,-0.0655218,0.249227,-0.0586329,Kissler,All,#4682B4,0
0,50,-0.276577,-4.0666,-1.0479,9.00642,-0.0248759,-0.281832,-0.181969,0.114036,Kissler,All,#4682B4,0
1,50,-0.22293,-4.17219,-0.711504,8.72195,0.028771,-0.387418,0.154428,-0.170442,Kissler,All,#4682B4,0
2,50,-0.231338,-4.33146,-0.690991,9.03457,0.0203627,-0.546688,0.174941,0.142185,Kissler,All,#4682B4,0
3,50,-0.422562,-3.81343,-0.808447,8.86079,-0.170861,-0.0286614,0.0574851,-0.031596,Kissler,All,#4682B4,0
4,50,-0.425413,-3.81343,-0.950112,8.86079,-0.173712,-0.0286614,-0.0841799,-0.031596,Kissler,All,#4682B4,0
5,50,-0.437267,-3.77658,-1.22273,8.98002,-0.185566,0.00819043,-0.3568,0.0876295,Kissler,All,#4682B4,0
6,50,-0.428228,-3.79751,-1.25626,8.98049,-0.176527,-0.0127428,-0.390327,0.0881056,Kissler,All,#4682B4,0
7,50,-0.40025,-3.51487,-1.09742,8.8925,-0.148549,0.269901,-0.231492,0.000111655,Kissler,All,#4682B4,0
8,50,-0.444157,-3.78687,-1.46128,8.65161,-0.192456,-0.00210237,-0.595348,-0.240775,Kissler,All,#4682B4,0
9,50,-0.421403,-3.78142,-1.19466,8.75877,-0.169702,0.00335545,-0.328724,-0.133615,Kissler,All,#4682B4,0
10,50,-0.421042,-3.66081,-1.24522,8.94064,-0.169341,0.123964,-0.379283,0.0482504,Kissler,All,#4682B4,0
11,50,-0.39513,-3.55951,-1.1206,8.99514,-0.143429,0.225261,-0.254668,0.102753,Kissler,All,#4682B4,0
12,50,-0.448313,-3.8158,-1.14073,8.82154,-0.196612,-0.0310319,-0.274795,-0.0708455,Kissler,All,#4682B4,0
13,50,-0.392531,-3.68739,-0.951732,8.82092,-0.14083,0.0973843,-0.0858003,-0.0714655,Kissler,All,#4682B4,0
14,50,-0.290608,-3.61545,-0.708692,8.89407,-0.0389074,0.169323,0.15724,0.00168679,Kissler,All,#4682B4,0
15,50,-0.26617,-3.94117,-0.954617,8.94115,-0.0144692,-0.156398,-0.0886855,0.0487649,Kissler,All,#4682B4,0
16,50,-0.164193,-4.72203,-1.05168,8.8785,0.0875075,-0.937254,-0.185746,-0.0138922,Kissler,All,#4682B4,0
17,50,-0.179259,-4.07806,-1.00393,8.60766,0.0724419,-0.293292,-0.137994,-0.284727,Kissler,All,#4682B4,0
18,50,-0.325467,-3.98516,-1.04339,8.9342,-0.0737658,-0.200392,-0.177463,0.0418158,Kissler,All,#4682B4,0
19,50,-0.266887,-4.51764,-1.05609,8.95762,-0.0151864,-0.732869,-0.190155,0.06523,Kissler,All,#4682B4,0
20,50,-0.282081,-3.70437,-0.882395,8.81047,-0.0303802,0.0804045,-0.0164638,-0.081915,Kissler,All,#4682B4,0
0,51,-0.245331,-3.57126,-0.797254,9.14692,0.00636974,0.213509,0.0686773,0.25453,Kissler,All,#4682B4,0
1,51,-0.271565,-3.53946,-0.373621,8.99472,-0.019864,0.245312,0.492311,0.102334,Kissler,All,#4682B4,0
2,51,-0.297891,-4.22975,-1.02847,8.96799,-0.0461895,-0.444973,-0.162542,0.0755999,Kissler,All,#4682B4,0
3,51,-0.304048,-4.40612,-0.65527,9.09889,-0.0523472,-0.621345,0.210662,0.206505,Kissler,All,#4682B4,0
4,51,-0.25974,-3.481,-0.628795,8.93544,-0.00803929,0.30377,0.237137,0.0430553,Kissler,All,#4682B4,0
5,51,-0.303304,-4.12964,-1.01994,8.91585,-0.0516031,-0.344867,-0.15401,0.0234649,Kissler,All,#4682B4,0
6,51,-0.213727,-3.62139,-0.258732,9.23993,0.0379739,0.163384,0.607199,0.347541,Kissler,All,#4682B4,0
7,51,-0.177587,-3.95942,-0.366622,8.97924,0.0741143,-0.174651,0.49931,0.0868519,Kissler,All,#4682B4,0
8,51,-0.257949,-4.0129,-0.850665,9.0652,-0.00624807,-0.22813,0.0152669,0.172811,Kissler,All,#4682B4,0
9,51,-0.260119,-3.80675,-0.43775,9.20092,-0.00841764,-0.0219815,0.428182,0.308532,Kissler,All,#4682B4,0
10,51,-0.247193,-3.57908,-0.716516,8.79067,0.00450752,0.205693,0.149416,-0.101714,Kissler,All,#4682B4,0
11,51,-0.345608,-4.21328,-1.4953,8.67762,-0.0939074,-0.428511,-0.62937,-0.214769,Kissler,All,#4682B4,0
12,51,-0.257847,-4.46024,-0.426903,8.87358,-0.00614603,-0.675469,0.439029,-0.0188071,Kissler,All,#4682B4,0
13,51,-0.291386,-3.69808,-0.807937,8.80902,-0.0396849,0.0866893,0.0579942,-0.0833659,Kissler,All,#4682B4,0
14,51,-0.28618,-4.09292,-0.807937,8.80902,-0.0344793,-0.308152,0.0579942,-0.0833659,Kissler,All,#4682B4,0
15,51,-0.232337,-4.56284,-1.29492,8.81944,0.019364,-0.778069,-0.428985,-0.0729477,Kissler,All,#4682B4,0
16,51,-0.165326,-3.24742,-0.418054,8.65772,0.0863752,0.537353,0.447878,-0.234672,Kissler,All,#4682B4,0
17,51,-0.32279,-3.79386,-0.968407,8.89988,-0.0710892,-0.00908524,-0.102475,0.00749474,Kissler,All,#4682B4,0
18,51,-0.278065,-4.02452,-0.968223,8.808,-0.0263639,-0.239751,-0.102291,-0.0843899,Kissler,All,#4682B4,0
19,51,-0.302121,-4.02452,-1.54825,8.65671,-0.0504202,-0.239751,-0.682318,-0.235683,Kissler,All,#4682B4,0
20,51,-0.271315,-3.91606,-1.1061,8.93707,-0.0196144,-0.131285,-0.240164,0.0446788,Kissler,All,#4682B4,0
0,52,-0.224738,-4.12777,-0.699069,8.75294,-0.0311203,-0.342997,0.166863,-0.139448,Wolfel,All,#4682B4,0
1,52,-0.246565,-3.21055,-0.163702,8.83268,-0.0529474,0.574223,0.70223,-0.0597059,Wolfel,All,#4682B4,0
2,52,-0.195589,-3.91674,-0.592064,8.74658,-0.00197212,-0.131963,0.273867,-0.145807,Wolfel,All,#4682B4,0
3,52,-0.256934,-3.69214,-0.602746,9.20817,-0.0633168,0.0926362,0.263185,0.315785,Wolfel,All,#4682B4,0
4,52,-0.324331,-3.9588,-0.672776,8.99717,-0.130714,-0.174023,0.193156,0.104786,Wolfel,All,#4682B4,0
5,52,-0.167321,-4.40823,-0.48896,8.90152,0.0262959,-0.623454,0.376971,0.00913359,Wolfel,All,#4682B4,0
6,52,-0.154597,-4.52907,-0.7282,8.99542,0.0390206,-0.744294,0.137731,0.103036,Wolfel,All,#4682B4,0
7,52,-0.156476,-4.26274,-0.471399,8.66544,0.0371416,-0.477972,0.394533,-0.226943,Wolfel,All,#4682B4,0
8,52,-0.331929,-3.29987,-0.727791,8.99718,-0.138312,0.484903,0.13814,0.104791,Wolfel,All,#4682B4,0
9,52,-0.186202,-4.24862,-0.788699,8.55059,0.00741484,-0.46385,0.0772323,-0.341799,Wolfel,All,#4682B4,0
10,52,-0.220322,-3.37834,-0.530456,8.85551,-0.0267053,0.406433,0.335475,-0.0368791,Wolfel,All,#4682B4,0
11,52,-0.10683,-4.63726,-0.849855,8.56625,0.0867877,-0.852483,0.0160768,-0.326142,Wolfel,All,#4682B4,0
12,52,-0.26279,-3.67769,-0.622568,8.94944,-0.0691728,0.107085,0.243364,0.057052,Wolfel,All,#4682B4,0
13,52,-0.175447,-4.19402,-0.635349,8.97209,0.0181705,-0.409253,0.230582,0.0797064,Wolfel,All,#4682B4,0
14,52,-0.278311,-3.51024,-0.350427,8.83331,-0.0846933,0.274537,0.515505,-0.0590786,Wolfel,All,#4682B4,0
15,52,-0.238397,-3.50011,-0.510903,8.83191,-0.0447799,0.284657,0.355029,-0.0604795,Wolfel,All,#4682B4,0
16,52,-0.208999,-3.72354,-0.40186,8.88312,-0.0153816,0.0612337,0.464072,-0.00926571,Wolfel,All,#4682B4,0
17,52,-0.3202,-3.51758,-0.596781,9.13133,-0.126582,0.267196,0.26915,0.238946,Wolfel,All,#4682B4,0
18,52,-0.288974,-3.13082,-0.55925,8.86161,-0.0953568,0.653948,0.306682,-0.0307731,Wolfel,All,#4682B4,0
19,52,-0.282875,-4.12263,-0.656635,8.97845,-0.0892573,-0.337855,0.209297,0.0860603,Wolfel,All,#4682B4,0
20,52,-0.233262,-4.34429,-0.92348,8.62293,-0.0396449,-0.559518,-0.0575484,-0.269453,Wolfel,All,#4682B4,0
0,53,-0.205448,-3.50703,0.0675827,8.83999,-0.0118307,0.277737,0.933514,-0.0523952,Wolfel,All,#4682B4,0
1,53,-0.102096,-3.57905,-0.0761574,8.94235,0.0915213,0.205719,0.789774,0.0499612,Wolfel,All,#4682B4,0
2,53,-0.192229,-3.82882,-0.208226,9.21591,0.00138839,-0.0440441,0.657706,0.323527,Wolfel,All,#4682B4,0
3,53,-0.0703137,-4.05559,0.331724,8.7659,0.123304,-0.27082,1.19766,-0.126489,Wolfel,All,#4682B4,0
4,53,-0.150316,-3.72836,-0.0909844,8.74414,0.0433013,0.0564168,0.774947,-0.148252,Wolfel,All,#4682B4,0
5,53,-0.169082,-3.23128,-0.00599538,8.68866,0.024535,0.553496,0.859936,-0.203727,Wolfel,All,#4682B4,0
6,53,-0.0738153,-3.45618,0.159096,8.67916,0.119802,0.328597,1.02503,-0.213224,Wolfel,All,#4682B4,0
7,53,-0.118616,-4.01346,0.188075,8.88518,0.0750007,-0.228687,1.05401,-0.0072064,Wolfel,All,#4682B4,0
8,53,-0.158656,-3.10067,0.0887672,9.14429,0.0349609,0.684105,0.954699,0.251903,Wolfel,All,#4682B4,0
9,53,-0.112374,-3.86894,0.28443,9.01279,0.0812436,-0.0841697,1.15036,0.120399,Wolfel,All,#4682B4,0
10,53,-0.112374,-3.77649,0.397674,8.89049,0.0812436,0.00827811,1.26361,-0.00189377,Wolfel,All,#4682B4,0
11,53,-0.120611,-4.18716,0.296683,9.07932,0.0730062,-0.402387,1.16261,0.186937,Wolfel,All,#4682B4,0
12,53,-0.0645814,-3.88985,0.724914,9.04383,0.129036,-0.105078,1.59085,0.151446,Wolfel,All,#4682B4,0
13,53,-0.306321,-3.75974,-0.789083,8.91248,-0.112704,0.025028,0.0768488,0.0200876,Wolfel,All,#4682B4,0
14,53,-0.256487,-3.21774,-0.494064,8.80754,-0.06287,0.567033,0.371868,-0.0848433,Wolfel,All,#4682B4,0
15,53,-0.150701,-3.51641,0.003864,9.16865,0.0429162,0.268367,0.869796,0.276261,Wolfel,All,#4682B4,0
16,53,-0.146679,-2.89275,0.032236,8.94286,0.0469385,0.892027,0.898168,0.0504762,Wolfel,All,#4682B4,0
17,53,-0.189534,-3.85807,0.0159507,9.0101,0.00408365,-0.0733012,0.881882,0.117713,Wolfel,All,#4682B4,0
18,53,-0.139585,-3.51183,0.183662,8.82401,0.0540318,0.272938,1.04959,-0.0683752,Wolfel,All,#4682B4,0
19,53,-0.19687,-3.81358,-0.336685,9.03521,-0.00325231,-0.0288126,0.529247,0.142821,Wolfel,All,#4682B4,0
20,53,-0.133454,-3.80396,0.116306,8.81108,0.0601634,-0.019184,0.982238,-0.0813045,Wolfel,All,#4682B4,0
0,54,-0.195609,-3.70185,0.109631,8.83684,-0.00199217,0.0829211,0.975563,-0.0555432,Wolfel,All,#4682B4,0
1,54,-0.139539,-3.66457,0.00425926,8.86624,0.0540786,0.1202,0.870191,-0.0261516,Wolfel,All,#4682B4,0
2,54,-0.108792,-3.98706,-0.270309,8.79189,0.0848249,-0.202286,0.595623,-0.100496,Wolfel,All,#4682B4,0
3,54,-0.178752,-3.6867,-0.272596,8.96892,0.0148656,0.0980677,0.593336,0.0765308,Wolfel,All,#4682B4,0
4,54,-0.120981,-4.1092,0.240708,8.73231,0.0726364,-0.324429,1.10664,-0.160077,Wolfel,All,#4682B4,0
5,54,-0.197903,-3.35841,-0.0892868,8.81727,-0.004286,0.426367,0.776645,-0.0751138,Wolfel,All,#4682B4,0
6,54,-0.161166,-3.83811,0.0376194,8.9792,0.0324513,-0.0533395,0.903551,0.0868075,Wolfel,All,#4682B4,0
7,54,-0.159212,-4.20685,-0.469265,8.82542,0.0344047,-0.422083,0.396666,-0.0669663,Wolfel,All,#4682B4,0
8,54,-0.189078,-3.59887,-0.246184,9.01309,0.00453888,0.185904,0.619747,0.120707,Wolfel,All,#4682B4,0
9,54,-0.131721,-3.87117,0.0165323,8.77851,0.0618963,-0.0864005,0.882464,-0.11388,Wolfel,All,#4682B4,0
10,54,-0.182484,-4.03337,-0.427608,8.66372,0.0111328,-0.248601,0.438324,-0.228664,Wolfel,All,#4682B4,0
11,54,-0.256827,-4.0162,-0.514329,9.0084,-0.0632095,-0.231428,0.351603,0.116009,Wolfel,All,#4682B4,0
12,54,-0.182683,-4.2093,-0.571198,8.72282,0.0109342,-0.42453,0.294734,-0.169566,Wolfel,All,#4682B4,0
13,54,-0.167217,-3.30323,-0.109111,8.97789,0.0264004,0.481546,0.756821,0.0854992,Wolfel,All,#4682B4,0
14,54,-0.168784,-3.49182,-0.046247,8.96723,0.0248333,0.292953,0.819685,0.0748418,Wolfel,All,#4682B4,0
15,54,-0.252556,-3.93674,-0.662762,8.79061,-0.0589387,-0.151968,0.20317,-0.101775,Wolfel,All,#4682B4,0
16,54,-0.183301,-4.09218,-0.524637,8.64031,0.0103159,-0.307408,0.341294,-0.252075,Wolfel,All,#4682B4,0
17,54,-0.168401,-4.18313,-0.353107,8.90274,0.0252164,-0.398353,0.512825,0.0103567,Wolfel,All,#4682B4,0
18,54,-0.168401,-4.05664,-0.203157,8.86665,0.0252164,-0.271863,0.662775,-0.0257361,Wolfel,All,#4682B4,0
19,54,-0.174798,-3.87363,-0.554945,8.81896,0.0188197,-0.0888629,0.310987,-0.073429,Wolfel,All,#4682B4,0
20,54,-0.21395,-3.70015,-0.514589,8.99954,-0.020333,0.0846212,0.351343,0.107155,Wolfel,All,#4682B4,0
0,55,-0.142625,-4.39701,0.0207372,8.79922,0.0509922,-0.612238,0.886669,-0.0931653,Wolfel,All,#4682B4,0
1,55,-0.195793,-3.59343,-0.046248,8.90738,-0.00217583,0.191338,0.819684,0.0149936,Wolfel,All,#4682B4,0
2,55,-0.171379,-3.49781,0.336511,8.90738,0.0222382,0.286966,1.20244,0.0149936,Wolfel,All,#4682B4,0
3,55,-0.0771231,-4.11941,0.248307,8.61209,0.116494,-0.334634,1.11424,-0.280299,Wolfel,All,#4682B4,0
4,55,-0.195361,-3.5797,0.278362,9.08332,-0.00174388,0.205072,1.14429,0.190935,Wolfel,All,#4682B4,0
5,55,-0.258845,-3.62161,0.0305537,8.85459,-0.065228,0.163163,0.896485,-0.0377975,Wolfel,All,#4682B4,0
6,55,-0.331012,-3.66651,-0.275036,8.83415,-0.137395,0.118261,0.590896,-0.058235,Wolfel,All,#4682B4,0
7,55,-0.288581,-3.83676,-0.305017,8.9229,-0.094964,-0.0519845,0.560914,0.030516,Wolfel,All,#4682B4,0
8,55,-0.213391,-4.03874,-0.0944719,8.8595,-0.0197738,-0.253963,0.77146,-0.032883,Wolfel,All,#4682B4,0
9,55,-0.136164,-4.51218,-0.51502,8.90155,0.0574536,-0.72741,0.350912,0.00915993,Wolfel,All,#4682B4,0
10,55,-0.134688,-3.40187,0.557076,9.01342,0.0589292,0.382904,1.42301,0.121029,Wolfel,All,#4682B4,0
11,55,-0.204321,-3.40187,0.234471,9.02375,-0.0107037,0.382904,1.1004,0.131363,Wolfel,All,#4682B4,0
12,55,-0.11121,-4.42617,-0.342944,8.89442,0.0824072,-0.641397,0.522987,0.0020335,Wolfel,All,#4682B4,0
13,55,-0.198248,-3.75238,0.140079,8.78155,-0.00463074,0.0323894,1.00601,-0.110835,Wolfel,All,#4682B4,0
14,55,-0.245561,-3.25389,-0.163481,8.92679,-0.0519442,0.530887,0.70245,0.0344009,Wolfel,All,#4682B4,0
15,55,-0.197153,-3.44081,-0.211516,8.74798,-0.00353605,0.343957,0.654416,-0.144405,Wolfel,All,#4682B4,0
16,55,-0.183241,-3.51685,0.704653,8.77154,0.0103764,0.267919,1.57058,-0.120844,Wolfel,All,#4682B4,0
17,55,-0.182465,-3.23446,-0.0479221,9.00106,0.0111524,0.550308,0.81801,0.108676,Wolfel,All,#4682B4,0
18,55,-0.186573,-4.12923,0.24169,8.97744,0.00704374,-0.344458,1.10762,0.0850528,Wolfel,All,#4682B4,0
19,55,-0.331022,-3.71732,-0.476111,9.08514,-0.137404,0.0674499,0.38982,0.192755,Wolfel,All,#4682B4,0
20,55,-0.27013,-3.71901,-0.509779,8.99113,-0.0765127,0.0657665,0.356153,0.0987381,Wolfel,All,#4682B4,0
0,56,-0.210782,-3.89907,-0.693969,9.17483,-0.0171643,-0.1143,0.171963,0.282446,Wolfel,All,#4682B4,0
1,56,-0.223443,-3.76856,-0.24502,8.96683,-0.0298259,0.0162132,0.620912,0.0744425,Wolfel,All,#4682B4,0
2,56,-0.190096,-3.79182,-0.585566,8.97646,0.00352161,-0.00704987,0.280366,0.0840739,Wolfel,All,#4682B4,0
3,56,-0.262022,-4.06317,-0.631598,8.98908,-0.0684046,-0.278397,0.234334,0.0966929,Wolfel,All,#4682B4,0
4,56,-0.155815,-3.9382,-0.259444,8.9979,0.0378025,-0.153424,0.606487,0.105512,Wolfel,All,#4682B4,0
5,56,-0.235768,-2.96758,-0.445883,8.79925,-0.0421508,0.817189,0.420048,-0.0931361,Wolfel,All,#4682B4,0
6,56,-0.223445,-3.87955,-0.467188,9.11372,-0.0298278,-0.0947773,0.398744,0.221337,Wolfel,All,#4682B4,0
7,56,-0.153273,-3.54344,-0.214435,8.95374,0.0403439,0.241328,0.651497,0.0613473,Wolfel,All,#4682B4,0
8,56,-0.136076,-3.64292,-0.274985,8.92918,0.0575417,0.141849,0.590946,0.0367955,Wolfel,All,#4682B4,0
9,56,-0.124104,-3.78182,0.121765,8.95284,0.0695129,0.00295274,0.987697,0.0604513,Wolfel,All,#4682B4,0
10,56,-0.251021,-3.83102,-0.731638,8.79092,-0.0574042,-0.0462513,0.134293,-0.101466,Wolfel,All,#4682B4,0
11,56,-0.150184,-4.08899,-0.313359,8.86278,0.0434331,-0.30422,0.552572,-0.0296122,Wolfel,All,#4682B4,0
12,56,-0.11468,-3.88052,-0.0537675,9.0326,0.0789376,-0.0957526,0.812164,0.140213,Wolfel,All,#4682B4,0
13,56,-0.120193,-3.68396,0.0670849,8.82237,0.0734242,0.100815,0.933017,-0.0700203,Wolfel,All,#4682B4,0
14,56,-0.145156,-3.60835,-0.111728,8.90335,0.0484612,0.17642,0.754203,0.0109611,Wolfel,All,#4682B4,0
15,56,-0.173339,-3.65409,-0.310604,8.92539,0.0202779,0.130681,0.555328,0.0330009,Wolfel,All,#4682B4,0
16,56,-0.0577922,-4.26269,-0.342815,8.79581,0.135825,-0.477917,0.523116,-0.0965816,Wolfel,All,#4682B4,0
17,56,-0.182572,-3.6322,-0.258099,8.87985,0.0110452,0.152574,0.607832,-0.0125347,Wolfel,All,#4682B4,0
18,56,-0.0390646,-3.6322,0.0868624,8.99394,0.154553,0.152574,0.952794,0.101554,Wolfel,All,#4682B4,0
19,56,-0.0541646,-4.04024,-0.00802695,8.9106,0.139453,-0.25547,0.857905,0.0182121,Wolfel,All,#4682B4,0
20,56,-0.106526,-3.96189,-0.350552,8.85887,0.0870912,-0.17712,0.51538,-0.0335218,Wolfel,All,#4682B4,0
0,57,-0.227405,-3.45204,-0.604669,8.77634,-0.0337877,0.332737,0.261262,-0.116044,Wolfel,All,#4682B4,0
1,57,-0.138595,-3.77039,-0.168909,8.78619,0.0550226,0.0143775,0.697023,-0.106201,Wolfel,All,#4682B4,0
2,57,-0.153909,-3.47103,-0.160175,8.6928,0.0397085,0.313738,0.705757,-0.199584,Wolfel,All,#4682B4,0
3,57,-0.248276,-3.58673,-0.341909,9.13935,-0.0546587,0.198041,0.524023,0.246963,Wolfel,All,#4682B4,0
4,57,-0.251524,-3.96197,-0.73154,9.15592,-0.0579072,-0.177197,0.134392,0.263537,Wolfel,All,#4682B4,0
5,57,-0.135263,-3.59319,-0.438182,8.84198,0.0583538,0.191582,0.42775,-0.0504067,Wolfel,All,#4682B4,0
6,57,-0.124145,-3.24153,-0.396156,8.9932,0.069472,0.543237,0.469776,0.100814,Wolfel,All,#4682B4,0
7,57,-0.282977,-3.46135,-0.481998,8.86298,-0.0893594,0.32342,0.383933,-0.0294027,Wolfel,All,#4682B4,0
8,57,-0.171936,-4.41698,-0.925813,8.90433,0.0216812,-0.632207,-0.0598814,0.0119425,Wolfel,All,#4682B4,0
9,57,-0.267216,-4.0984,-0.925813,8.88564,-0.073599,-0.313626,-0.0598814,-0.00674777,Wolfel,All,#4682B4,0
10,57,-0.0707432,-4.12161,-0.270749,8.77674,0.122874,-0.336842,0.595183,-0.115652,Wolfel,All,#4682B4,0
11,57,-0.212156,-4.096,-0.606317,9.08786,-0.018539,-0.31123,0.259615,0.195468,Wolfel,All,#4682B4,0
12,57,-0.229671,-4.12909,-0.838192,8.70129,-0.0360535,-0.344316,0.0277396,-0.191097,Wolfel,All,#4682B4,0
13,57,-0.194289,-4.15005,-0.716588,9.01668,-0.000671971,-0.36528,0.149344,0.124292,Wolfel,All,#4682B4,0
14,57,-0.261695,-3.45276,-0.608213,8.96545,-0.0680777,0.33201,0.257719,0.073065,Wolfel,All,#4682B4,0
15,57,-0.139817,-4.2232,-0.619989,8.63492,0.0538,-0.438424,0.245943,-0.257467,Wolfel,All,#4682B4,0
16,57,-0.211269,-4.20772,-0.899343,8.89846,-0.0176519,-0.422945,-0.0334116,0.00607379,Wolfel,All,#4682B4,0
17,57,-0.208676,-3.66602,-0.812769,8.54479,-0.0150584,0.118753,0.0531622,-0.347596,Wolfel,All,#4682B4,0
18,57,-0.177221,-3.23043,-0.45166,8.76659,0.0163967,0.554343,0.414271,-0.125797,Wolfel,All,#4682B4,0
19,57,-0.20946,-3.09745,-0.568467,9.04486,-0.0158431,0.687319,0.297465,0.152473,Wolfel,All,#4682B4,0
20,57,-0.233404,-3.8439,-0.50993,8.99399,-0.0397865,-0.0591263,0.356002,0.101602,Wolfel,All,#4682B4,0
0,58,-0.29026,-2.97719,-1.26313,8.74762,-0.096643,0.807585,-0.397198,-0.144772,Wolfel,All,#4682B4,0
1,58,-0.166819,-4.16283,-1.26846,8.7758,0.0267984,-0.378061,-0.402528,-0.116586,Wolfel,All,#4682B4,0
2,58,-0.191227,-3.86458,-1.26742,8.97781,0.00239061,-0.0798118,-0.401488,0.0854214,Wolfel,All,#4682B4,0
3,58,-0.2031,-3.84171,-1.24199,8.9341,-0.00948235,-0.0569405,-0.376063,0.0417096,Wolfel,All,#4682B4,0
4,58,-0.0534261,-3.70592,-0.836895,8.7262,0.140191,0.0788544,0.0290368,-0.16619,Wolfel,All,#4682B4,0
5,58,-0.16346,-3.44342,-1.01459,8.73899,0.030157,0.341351,-0.148655,-0.153394,Wolfel,All,#4682B4,0
6,58,-0.13458,-3.59435,-1.0472,8.88966,0.0590376,0.190426,-0.181267,-0.00273135,Wolfel,All,#4682B4,0
7,58,-0.147487,-3.89311,-1.13982,8.7121,0.0461304,-0.108336,-0.273893,-0.180287,Wolfel,All,#4682B4,0
8,58,-0.104116,-4.10831,-1.11456,8.99335,0.0895013,-0.323538,-0.248627,0.100959,Wolfel,All,#4682B4,0
9,58,-0.149518,-3.84597,-1.2165,8.71898,0.0440988,-0.0611948,-0.350568,-0.173403,Wolfel,All,#4682B4,0
10,58,-0.0927097,-4.48884,-1.47176,8.78148,0.100907,-0.704066,-0.605825,-0.110912,Wolfel,All,#4682B4,0
11,58,-0.236098,-4.00837,-1.30766,8.9083,-0.0424811,-0.223593,-0.441728,0.0159119,Wolfel,All,#4682B4,0
12,58,-0.188545,-3.67061,-1.10015,8.73104,0.00507203,0.114161,-0.234213,-0.161348,Wolfel,All,#4682B4,0
13,58,-0.196045,-3.52607,-1.10015,8.82298,-0.00242797,0.258706,-0.234213,-0.0694069,Wolfel,All,#4682B4,0
